bond_id,cusip,match_method,match_score,n_candidates,n_name_matches,finra_issuer_name,isin,nport_balance,nport_pctVal,Name,Par Value,par_ratio_nport_over_ishares
0,03522AAJ9,coupon_maturity_name,0.6666666666666666,2,2,ANHEUSER-BUSCH CO/INBEV,US03522AAJ97,66847000.0,0.204674522898,ANHEUSER-BUSCH COMPANIES LLC,69707000,0.9589711219820104
1,126650CZ1,coupon_maturity_name,1.0,1,1,CVS HEALTH CORP,US126650CZ11,57432000.0,0.169135871793,CVS HEALTH CORP,62588000,0.917619991052598
2,87264ABF1,coupon_maturity_name,1.0,1,1,T-MOBILE USA INC,US87264ABF12,49440000.0,0.161493316908,T-MOBILE USA INC,54674000,0.9042689395325018
3,38141GFD1,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GFD16,40370000.0,0.148071885884,GOLDMAN SACHS GROUP INC/THE,46448000,0.8691439889769205
4,30303MAD4,coupon_maturity_name,1.0,2,1,META PLATFORMS INC,US30303MAD48,48866000.0,0.160141035331,META PLATFORMS INC,52873000,0.9242146275036408
5,023135DF0,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135DF00,46545000.0,0.154371888358,AMAZON.COM INC,51138000,0.9101842074386953
6,30303MAK8,coupon_maturity_name,1.0,2,1,META PLATFORMS INC,US30303MAK80,24950000.0,0.084407351432,META PLATFORMS INC,50469000,0.4943628762210466
7,30303MAE2,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303MAE21,48663000.0,0.150300007352,META PLATFORMS INC,55418000,0.8781081958930311
8,716973AG7,coupon_maturity_name,1.0,1,1,PFIZER INVESTMENT ENTER,US716973AG71,48410000.0,0.15218964666,PFIZER INVESTMENT ENTERPRISES PTE,52677000,0.9189969056704065
9,,no_coupon_maturity_candidates,,0,0,,,,,SPACE EXPLORATION TECHNOLOGIES COR 144A,49359000,
10,716973AE2,coupon_maturity_name,1.0,1,1,PFIZER INVESTMENT ENTER,US716973AE24,36571000.0,0.122028827873,PFIZER INVESTMENT ENTERPRISES PTE,46047000,0.794210263426499
11,097023CW3,coupon_maturity_name,1.0,1,1,BOEING CO,US097023CW33,42146000.0,0.140034905414,BOEING CO,46462000,0.9071068830442082
12,,no_coupon_maturity_candidates,,0,0,,,,,SPACE EXPLORATION TECHNOLOGIES COR 144A,46263000,
13,30303MAH5,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303MAH51,20060000.0,0.067231290521,META PLATFORMS INC,45231000,0.44350113859963297
14,03522AAH3,coupon_maturity_name,0.6666666666666666,1,1,ANHEUSER-BUSCH CO/INBEV,US03522AAH32,36199000.0,0.118264900478,ANHEUSER-BUSCH COMPANIES LLC,45138000,0.8019628694226594
15,,no_coupon_maturity_candidates,,0,0,,,,,SPACE EXPLORATION TECHNOLOGIES COR 144A,44200000,
16,06051GMA4,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GMA49,39622000.0,0.135937324197,BANK OF AMERICA CORP MTN,41367000,0.957816617110257
17,00206RLJ9,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RLJ94,59231000.0,0.129778434321,AT&T INC,67814000,0.8734332143805114
18,95000U2M4,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U2M49,40580000.0,0.122204135777,WELLS FARGO & COMPANY MTN,47384000,0.856407226067871
19,95000U3B7,coupon_maturity_name,1.0,2,1,WELLS FARGO & COMPANY,US95000U3B74,31214000.0,0.10435557149,WELLS FARGO & COMPANY MTN,41234000,0.7569966532473201
20,023135DH6,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135DH65,40540000.0,0.136082397885,AMAZON.COM INC,43019000,0.9423742997280271
21,06051GLH0,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GLH01,35442000.0,0.120834465623,BANK OF AMERICA CORP MTN,39821000,0.8900328972150373
22,,no_coupon_maturity_candidates,,0,0,,,,,NVIDIA CORPORATION,41186000,
23,68389XDZ5,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XDZ50,35432000.0,0.116822368089,ORACLE CORPORATION,41827000,0.8471083271570995
24,06051GJA8,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GJA85,44614000.0,0.118107921662,BANK OF AMERICA CORP MTN,50840000,0.877537372147915
25,00287YBX6,coupon_maturity_name,1.0,1,1,ABBVIE INC,US00287YBX67,40190000.0,0.129483704186,ABBVIE INC,41125000,0.9772644376899696
26,03523TBV9,coupon_maturity_name,1.0,1,1,ANHEUSER-BUSCH INBEV WOR,US03523TBV98,30209000.0,0.09982970303,ANHEUSER-BUSCH INBEV WORLDWIDE INC,39922000,0.7567005661039026
27,00206RKJ0,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RKJ04,58435000.0,0.129621098218,AT&T INC,61689000,0.9472515359302307
28,023135DD5,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135DD51,37788000.0,0.125335514785,AMAZON.COM INC,39366000,0.9599146471574456
29,68389XEB7,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XEB73,39847000.0,0.128622962148,ORACLE CORPORATION,43322000,0.9197867134481326
30,06051GKY4,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GKY43,34953000.0,0.117898662888,BANK OF AMERICA CORP MTN,39178000,0.8921588646689469
31,,no_coupon_maturity_candidates,,0,0,,,,,NVIDIA CORPORATION,38988000,
32,79466LAU8,coupon_maturity_name,1.0,1,1,SALESFORCE INC,US79466LAU89,31571000.0,0.106646398931,SALESFORCE INC,38633000,0.8172029094297621
33,126650CY4,coupon_maturity_name,1.0,1,1,CVS HEALTH CORP,US126650CY46,37752000.0,0.118247089004,CVS HEALTH CORP,41148000,0.9174686497521143
34,06051GKA6,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GKA66,30341000.0,0.090155407209,BANK OF AMERICA CORP,42946000,0.7064918735155777
35,61748UAX0,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61748UAX00,30595000.0,0.102334640751,MORGAN STANLEY MTN,37795000,0.8094986109273713
36,00287YCB3,coupon_maturity_name,1.0,1,1,ABBVIE INC,US00287YCB39,41332000.0,0.113411227361,ABBVIE INC,46644000,0.8861161135408627
37,031162DR8,coupon_maturity_name,1.0,1,1,AMGEN INC,US031162DR88,31833000.0,0.109129210393,AMGEN INC,35637000,0.8932570081656706
38,06051GJT7,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GJT76,35392000.0,0.107805073565,BANK OF AMERICA CORP MTN,40405000,0.8759311966340799
39,46647PCU8,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PCU84,31740000.0,0.096653659722,JPMORGAN CHASE & CO,39686000,0.799778259335786
40,46647PDR4,coupon_maturity_name,1.0,2,1,JPMORGAN CHASE & CO,US46647PDR47,33190000.0,0.113641491307,JPMORGAN CHASE & CO,35524000,0.9342979394212364
41,95000U3F8,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U3F88,31693000.0,0.109383586381,WELLS FARGO & COMPANY MTN,34513000,0.9182916582157448
42,,no_coupon_maturity_candidates,,0,0,,,,,GOLDMAN SACHS GROUP INC/THE MTN,35793000,
43,30303MAJ1,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303MAJ18,20981000.0,0.07117856132,META PLATFORMS INC,36378000,0.5767496838748695
44,,no_coupon_maturity_candidates,,0,0,,,,,GOLDMAN SACHS GROUP INC/THE MTN,35368000,
45,38145GAS9,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38145GAS93,31609000.0,0.103744300043,GOLDMAN SACHS GROUP INC/THE,36775000,0.8595241332426921
46,30303M8Y1,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8Y18,32349000.0,0.099159683107,META PLATFORMS INC,40631000,0.7961654894046418
47,02079KBM8,coupon_maturity_name,1.0,2,1,ALPHABET INC,US02079KBM80,33051000.0,0.109696774875,ALPHABET INC,35445000,0.93245873889124
48,92343VGN8,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VGN82,30744000.0,0.090620885826,VERIZON COMMUNICATIONS INC,39648000,0.7754237288135594
49,172967MP3,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967MP39,26032000.0,0.086427982131,CITIGROUP INC,34782000,0.7484330975792076
50,61748UAT9,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61748UAT97,30252000.0,0.099486016508,MORGAN STANLEY MTN,34798000,0.8693603080636818
51,30303M8X3,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303M8X35,32957000.0,0.103724479082,META PLATFORMS INC,38062000,0.8658767274446955
52,060505GR9,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US060505GR98,39290000.0,0.129959705182,BANK OF AMERICA CORP MTN,34476000,1.1396333681401554
53,002824BW9,coupon_maturity_name,1.0,1,1,ABBOTT LABORATORIES,US002824BW92,32794000.0,0.107318345206,ABBOTT LABORATORIES,35279000,0.9295614955072423
54,00206RLV2,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RLV23,48644000.0,0.106112250378,AT&T INC,54458000,0.8932388262514231
55,46647PFM3,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PFM32,32444000.0,0.108009800214,JPMORGAN CHASE & CO MTN,34253000,0.9471871076985957
56,716973AH5,coupon_maturity_name,1.0,1,1,PFIZER INVESTMENT ENTER,US716973AH54,32241000.0,0.099844247776,PFIZER INVESTMENT ENTERPRISES PTE,37729000,0.854541599300273
57,031162DT4,coupon_maturity_name,1.0,1,1,AMGEN INC,US031162DT45,30682000.0,0.100160146298,AMGEN INC,35077000,0.8747042221398638
58,95000U2U6,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U2U64,29363000.0,0.090751631773,WELLS FARGO & COMPANY MTN,36057000,0.8143495021771084
59,79466LAS3,coupon_maturity_name,1.0,1,1,SALESFORCE INC,US79466LAS34,25752000.0,0.08650863526,SALESFORCE INC,33070000,0.7787118234048988
60,02079KBP1,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KBP12,27894000.0,0.092888805146,ALPHABET INC,34116000,0.8176222300386915
61,68389XDM4,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XDM48,30340000.0,0.096875729687,ORACLE CORPORATION,35886000,0.8454550521094577
62,,no_coupon_maturity_candidates,,0,0,,,,,NVIDIA CORPORATION,34617000,
63,002824BU3,coupon_maturity_name,1.0,1,1,ABBOTT LABORATORIES,US002824BU37,28867000.0,0.094167546881,ABBOTT LABORATORIES,33695000,0.8567146460899243
64,023135DE3,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135DE35,32078000.0,0.106541130582,AMAZON.COM INC,32904000,0.974896669097982
65,61747YGB5,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YGB56,29523000.0,0.098119575173,MORGAN STANLEY MTN,32394000,0.9113724763845157
66,95000U4E0,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U4E05,34837000.0,0.114162392779,WELLS FARGO & COMPANY (FXD-FRN) MTN,32742000,1.0639850955958707
67,38141GZM9,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GZM94,28490000.0,0.086650994521,GOLDMAN SACHS GROUP INC/THE,35247000,0.8082957414815445
68,02079KBA4,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KBA43,30034000.0,0.097212644293,ALPHABET INC,34804000,0.8629467877255488
69,46647PFP6,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PFP62,28541000.0,0.095182129069,JPMORGAN CHASE & CO MTN,32394000,0.8810582206581465
70,95000U3H4,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U3H45,21152000.0,0.076915827987,WELLS FARGO & COMPANY,29489000,0.7172844111363559
71,79466LAW4,coupon_maturity_name,1.0,1,1,SALESFORCE INC,US79466LAW46,27262000.0,0.093170355219,SALESFORCE INC,32352000,0.8426681503461919
72,097023CY9,coupon_maturity_name,1.0,1,1,BOEING CO,US097023CY98,26113000.0,0.089072211293,BOEING CO,31198000,0.8370087826142701
73,46647PDH6,coupon_maturity_name,1.0,2,1,JPMORGAN CHASE & CO,US46647PDH64,29869000.0,0.100549873622,JPMORGAN CHASE & CO,31337000,0.9531544181000096
74,,no_coupon_maturity_candidates,,0,0,,,,,GOLDMAN SACHS GROUP INC/THE MTN,31545000,
75,594918CE2,coupon_maturity_name,1.0,1,1,MICROSOFT CORP,US594918CE21,46290000.0,0.100151913066,MICROSOFT CORPORATION,51428000,0.9000933343703819
76,00206RMN9,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RMN97,46915000.0,0.106940215684,AT&T INC,48890000,0.9596031908365719
77,68389XDX0,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XDX03,25765000.0,0.085009012471,ORACLE CORPORATION,31830000,0.8094564875903236
78,46625HHF0,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46625HHF01,23521000.0,0.087208792229,JPMORGAN CHASE & CO,28640000,0.821263966480447
79,25156PAC7,coupon_maturity_name,1.0,1,1,DEUTSCHE TELEKOM INT FIN,US25156PAC77,18986000.0,0.072137027968,DEUTSCHE TELEKOM INTERNATIONAL FIN,27672000,0.686108701936976
80,,no_coupon_maturity_candidates,,0,0,,,,,AMAZON.COM INC,31366000,
81,,no_coupon_maturity_candidates,,0,0,,,,,AMAZON.COM INC,31640000,
82,30303MAC6,coupon_maturity_name,1.0,2,1,META PLATFORMS INC,US30303MAC64,28750000.0,0.095240932946,META PLATFORMS INC,31647000,0.9084589376560179
83,06051GLU1,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GLU12,27814000.0,0.097817998482,BANK OF AMERICA CORP MTN,29324000,0.9485063429272951
84,95000U3W1,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U3W12,25250000.0,0.085981788359,WELLS FARGO & COMPANY MTN,30117000,0.8383969186837998
85,30303MAL6,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303MAL63,21195000.0,0.071501694039,META PLATFORMS INC,32050000,0.6613104524180967
86,46647PEX0,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PEX06,25967000.0,0.08967426276,JPMORGAN CHASE & CO,29672000,0.8751348072256673
87,594918CC6,coupon_maturity_name,1.0,1,1,MICROSOFT CORP,US594918CC64,45794000.0,0.09251531966,MICROSOFT CORPORATION,53079000,0.8627517473953917
88,43849RAJ4,coupon_maturity_name,1.0,1,1,HONEYWELL AEROSPACE INC,US43849RAJ41,25338000.0,0.084991020356,HONEYWELL AEROSPACE INC 144A,30725000,0.8246704637917006
89,43849RAG0,coupon_maturity_name,1.0,1,1,HONEYWELL AEROSPACE INC,US43849RAG02,26259000.0,0.087154789996,HONEYWELL AEROSPACE INC 144A,30460000,0.8620814182534472
90,06051GJE0,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GJE08,36594000.0,0.088981215116,BANK OF AMERICA CORP MTN,42114000,0.8689271976064966
91,06051GMM8,coupon_maturity_name,1.0,2,1,BANK OF AMERICA CORP,US06051GMM86,25983000.0,0.089210401659,BANK OF AMERICA CORP MTN,28936000,0.8979471938070224
92,38145GAR1,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38145GAR11,28519000.0,0.094226715232,GOLDMAN SACHS GROUP INC (FXD-FRN),30781000,0.9265131087359085
93,38141GF33,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GF335,22075000.0,0.074335127121,GOLDMAN SACHS GROUP INC/THE MTN,29686000,0.7436165195715152
94,,name_below_threshold,0.0,1,0,,,,,NVIDIA CORPORATION,29938000,
95,097023CX1,coupon_maturity_name,1.0,1,1,BOEING CO,US097023CX16,24372000.0,0.080852268712,BOEING CO,30633000,0.7956125746743707
96,046353AD0,coupon_maturity_name,1.0,1,1,ASTRAZENECA PLC,US046353AD01,20719000.0,0.077579242568,ASTRAZENECA PLC,26456000,0.7831493801028122
97,30303MAB8,coupon_maturity_name,1.0,2,1,META PLATFORMS INC,US30303MAB81,23738000.0,0.07863698177,META PLATFORMS INC,29899000,0.7939395966420282
98,46647PEH5,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PEH55,21559000.0,0.075330273939,JPMORGAN CHASE & CO,28197000,0.7645848849168351
99,61747YFT7,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YFT73,23714000.0,0.080375995008,MORGAN STANLEY MTN,29597000,0.8012298543771328
100,,no_coupon_maturity_candidates,,0,0,,,,,NVIDIA CORPORATION,30710000,
101,00287YCA5,coupon_maturity_name,1.0,1,1,ABBVIE INC,US00287YCA55,30854000.0,0.09120500481,ABBVIE INC,33691000,0.9157935353655279
102,02079KAY3,coupon_maturity_name,1.0,1,1,ALPHABET INC,US02079KAY38,27756000.0,0.091543987663,ALPHABET INC,30015000,0.9247376311844078
103,023135CV6,coupon_maturity_name,1.0,1,1,AMAZON.COM INC,US023135CV68,25298000.0,0.082942046134,AMAZON.COM INC,30193000,0.837876328950419
104,95000U3D3,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U3D31,26879000.0,0.091909187537,WELLS FARGO & COMPANY MTN,28427000,0.9455447286030886
105,06051GKQ1,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GKQ19,27379000.0,0.090288728173,BANK OF AMERICA CORP MTN,29487000,0.9285108691965951
106,00206RMM1,coupon_maturity_name,1.0,1,1,AT&T INC,US00206RMM15,29467000.0,0.083851010408,AT&T INC,34613000,0.8513275358969173
107,,no_coupon_maturity_candidates,,0,0,,,,,AMAZON.COM INC,28926000,
108,06051GNA3,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GNA30,31570000.0,0.105327929048,BANK OF AMERICA CORP (FXD-FRN) MTN,28978000,1.0894471668162053
109,38141GB78,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GB789,24219000.0,0.080116912028,GOLDMAN SACHS GROUP INC/THE,29316000,0.8261358984854686
110,717081CY7,coupon_maturity_name,1.0,1,1,PFIZER INC,US717081CY74,17473000.0,0.068587304901,PFIZER INC,24084000,0.7255024082378343
111,61747YFE0,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YFE05,25567000.0,0.086813004611,MORGAN STANLEY MTN,27830000,0.9186848724398131
112,95000U2Q5,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U2Q52,26933000.0,0.068720433942,WELLS FARGO & COMPANY MTN,37290000,0.7222579780101904
113,30303MAF9,coupon_maturity_name,1.0,1,1,META PLATFORMS INC,US30303MAF95,32799000.0,0.10975202048,META PLATFORMS INC,28091000,1.1675981631127408
114,00774MAX3,coupon_maturity_name,0.6,1,1,AERCAP IRELAND CAP/GLOBA,US00774MAX39,29522000.0,0.090727780285,AERCAP IRELAND CAPITAL DAC,30084000,0.9813189735407526
115,06051GHZ5,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GHZ54,20447000.0,0.063520364644,BANK OF AMERICA CORP MTN,29793000,0.6863021515121002
116,46647PEK8,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PEK84,22723000.0,0.077062833668,JPMORGAN CHASE & CO,27687000,0.8207100805432153
117,38141GYJ7,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GYJ74,34612000.0,0.102784661877,GOLDMAN SACHS GROUP INC/THE,31513000,1.0983403674673944
118,46647PCR5,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PCR55,21011000.0,0.062909577808,JPMORGAN CHASE & CO,31115000,0.6752691627832236
119,61747YFJ9,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YFJ91,15991000.0,0.058625623206,MORGAN STANLEY MTN,25315000,0.6316808216472447
120,,no_coupon_maturity_candidates,,0,0,,,,,JPMORGAN CHASE & CO MTN,27583000,
121,404280DW6,coupon_maturity_name,1.0,1,1,HSBC HOLDINGS PLC,US404280DW61,19520000.0,0.070138147168,HSBC HOLDINGS PLC,25829000,0.755739672461187
122,92343VHJ6,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VHJ61,22877000.0,0.075523148679,VERIZON COMMUNICATIONS INC,28981000,0.7893792484731376
123,61748UAN2,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61748UAN28,24744000.0,0.080609489351,MORGAN STANLEY MTN,28278000,0.8750265223848929
124,,no_coupon_maturity_candidates,,0,0,,,,,CITIBANK NA (FXD-FRN),27298000,
125,61747YED3,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YED31,27801000.0,0.082089257569,MORGAN STANLEY MTN,31207000,0.8908578203608165
126,46647PCC8,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PCC86,25699000.0,0.077915609675,JPMORGAN CHASE & CO,30061000,0.8548950467382987
127,61748UAS1,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61748UAS15,22709000.0,0.074985462638,MORGAN STANLEY (FXD-FRN) MTN,27699000,0.8198490920249829
128,06051GKK4,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US06051GKK49,27275000.0,0.082775326534,BANK OF AMERICA CORP MTN,29703000,0.9182574150759183
129,61776NZW6,coupon_maturity_name,0.5,1,1,MORGAN STANLEY PVT BANK,US61776NZW63,16276000.0,0.053800854911,MORGAN STANLEY PRIVATE BANK NA,27317000,0.5958194530878208
130,92343VGJ7,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VGJ70,28431000.0,0.087005970444,VERIZON COMMUNICATIONS INC,29561000,0.9617739589323772
131,68389XDY8,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XDY85,23672000.0,0.078266380944,ORACLE CORPORATION,27768000,0.8524920772111784
132,68389XBV6,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XBV64,16870000.0,0.052297713704,ORACLE CORPORATION,29306000,0.5756500375349758
133,,no_coupon_maturity_candidates,,0,0,,,,,SPACE EXPLORATION TECHNOLOGIES COR 144A,29875000,
134,161175BA1,coupon_maturity_size,0.3333333333333333,1,0,CHARTER COMM OPT LLC/CAP,US161175BA14,25196000.0,0.078072745025,CHARTER COMMUNICATIONS OPERATING L,29598000,0.8512737347118049
135,38141GD43,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GD439,26168000.0,0.085235778079,GOLDMAN SACHS GROUP INC/THE,27558000,0.9495609260468829
136,46647PEC6,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PEC68,24752000.0,0.084348254095,JPMORGAN CHASE & CO,25827000,0.9583768923994269
137,61747YFR1,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YFR18,21402000.0,0.074818061736,MORGAN STANLEY MTN,25509000,0.8389980007056334
138,172967QF1,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967QF11,18850000.0,0.062558058722,CITIGROUP INC (FXD-FRN),26417000,0.7135556649127456
139,6174468L6,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US6174468L62,24570000.0,0.076805299809,MORGAN STANLEY MTN,28393000,0.8653541365829606
140,61748UAW2,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61748UAW27,24163000.0,0.080686513497,MORGAN STANLEY MTN,26366000,0.9164454221345673
141,38141GC44,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GC449,19369000.0,0.066130785436,GOLDMAN SACHS GROUP INC/THE,25593000,0.7568085023248544
142,38141GGM0,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GGM06,20861000.0,0.074432986842,GOLDMAN SACHS GROUP INC/THE,24596000,0.8481460400065052
143,95000U3P6,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U3P60,15151000.0,0.051711655576,WELLS FARGO & COMPANY MTN,25280000,0.5993275316455696
144,46647PEW2,coupon_maturity_name,1.0,2,1,JPMORGAN CHASE & CO,US46647PEW23,24172000.0,0.082979372888,JPMORGAN CHASE & CO,25244000,0.9575344636349231
145,92343VGB4,coupon_maturity_name,1.0,1,1,VERIZON COMMUNICATIONS,US92343VGB45,36675000.0,0.086664514277,VERIZON COMMUNICATIONS INC,38502000,0.9525479195885928
146,79466LAT1,coupon_maturity_name,1.0,1,1,SALESFORCE INC,US79466LAT17,19891000.0,0.067151175287,SALESFORCE INC,25907000,0.7677847685953604
147,68389XDK8,coupon_maturity_name,1.0,1,1,ORACLE CORP,US68389XDK81,21230000.0,0.068496561153,ORACLE CORPORATION,27732000,0.7655416125775277
148,060505GQ1,coupon_maturity_name,1.0,1,1,BANK OF AMERICA CORP,US060505GQ16,17548000.0,0.058027670392,BANK OF AMERICA CORP (FXD-FRN) MTN,26001000,0.6748971193415638
149,20030NDU2,coupon_maturity_name,1.0,1,1,COMCAST CORP,US20030NDU28,45750000.0,0.086001535553,COMCAST CORPORATION,49778000,0.91908071838965
150,46647PDY9,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PDY97,20650000.0,0.074326156145,JPMORGAN CHASE & CO,24095000,0.8570242788960365
151,38141GF25,coupon_maturity_name,1.0,1,1,GOLDMAN SACHS GROUP INC,US38141GF251,26136000.0,0.087486309728,GOLDMAN SACHS GROUP INC/THE,25844000,1.0112985605943352
152,172967PA3,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967PA33,17115000.0,0.061450349727,CITIGROUP INC,24056000,0.7114649151978716
153,61747YEY7,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61747YEY77,19815000.0,0.07119965453,MORGAN STANLEY (FXD-FRN) MTN,23844000,0.8310266733769501
154,95000U3K7,coupon_maturity_name,1.0,1,1,WELLS FARGO & COMPANY,US95000U3K73,20103000.0,0.068923694942,WELLS FARGO & COMPANY MTN,24701000,0.8138536901340027
155,61748UAF9,coupon_maturity_name,1.0,1,1,MORGAN STANLEY,US61748UAF93,23749000.0,0.08162575614,MORGAN STANLEY MTN,25418000,0.9343378708002203
156,61776NVG5,coupon_maturity_name,0.5,1,1,MORGAN STANLEY PVT BANK,US61776NVG59,21765000.0,0.072839299285,MORGAN STANLEY PRIVATE BANK NA,25818000,0.843016500116198
157,46647PFJ0,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PFJ03,25065000.0,0.081904504151,JPMORGAN CHASE & CO,26596000,0.9424349526244548
158,172967NN7,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967NN71,20605000.0,0.065155114445,CITIGROUP INC (FX-FRN),26877000,0.7666406220932396
159,037833BX7,coupon_maturity_name,1.0,1,1,APPLE INC,US037833BX70,24639000.0,0.07473257859,APPLE INC,28430000,0.8666549419627154
160,46647PAL0,coupon_maturity_name,1.0,1,1,JPMORGAN CHASE & CO,US46647PAL04,31274000.0,0.083225302365,JPMORGAN CHASE & CO,32718000,0.9558652729384437
161,61747YFU4,coupon_maturity_name,1.0,2,1,MORGAN STANLEY,US61747YFU47,19336000.0,0.064694790765,MORGAN STANLEY MTN,25133000,0.769347073568615
162,172967MS7,coupon_maturity_name,1.0,1,1,CITIGROUP INC,US172967MS77,25172000.0,0.077744331524,CITIGROUP INC,27390000,0.9190215407082877
163,110122CR7,coupon_maturity_name,1.0,1,1,BRISTOL-MYERS SQUIBB CO,US110122CR72,29227000.0,0.079533613117,BRISTOL-MYERS SQUIBB CO,31696000,0.9221037354871278
